package,version,license,module,vendored,downloaded_at_build,distribution_method,usage_method,comments,license_link,download_location,provenance,repo_modules
mpmath,1.3.0,BSD-3-Clause,AGENT,,https://pypi.org/project/mpmath/1.3.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/fredrik-johansson/mpmath/blob/master/LICENSE,https://pypi.org/project/mpmath/1.3.0/,submission,services/agent
msgpack,1.2.1,Apache-2.0,AGENT,,https://pypi.org/project/msgpack/1.2.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/msgpack/msgpack-python/blob/main/COPYING,https://pypi.org/project/msgpack/1.2.1/,submission,services/agent
multidict,6.7.1,Apache-2.0,AGENT,,https://pypi.org/project/multidict/6.7.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/multidict,https://pypi.org/project/multidict/6.7.1/,submission,services/agent
mypy_extensions,1.1.0,MIT,AGENT,,https://pypi.org/project/mypy_extensions/1.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python/mypy_extensions,https://pypi.org/project/mypy_extensions/1.1.0/,submission,services/agent
narwhals,2.24.0,MIT,AGENT,,https://pypi.org/project/narwhals/2.24.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/narwhals-dev/narwhals/blob/main/LICENSE.md,https://pypi.org/project/narwhals/2.24.0/,submission,services/agent
nest-asyncio2,1.7.2,BSD-2-Clause,AGENT,,https://pypi.org/project/nest-asyncio2/1.7.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Chaoses-Ib/nest-asyncio2/blob/master/LICENSE,https://pypi.org/project/nest-asyncio2/1.7.2/,submission,services/agent
networkx,3.6.1,BSD-3-Clause,AGENT,,https://pypi.org/project/networkx/3.6.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/networkx/networkx/blob/main/LICENSE.txt,https://pypi.org/project/networkx/3.6.1/,submission,services/agent
numpy,2.5.1,BSD-3-Clause AND 0BSD AND MIT AND Zlib AND CC0-1.0,AGENT,,https://pypi.org/project/numpy/2.5.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,Exact PEP 639 License-Expression from the installed wheel; includes bundled third-party code.,https://github.com/numpy/numpy/blob/v2.5.1/LICENSE.txt,https://pypi.org/project/numpy/2.5.1/,submission,services/agent
nvidia-nat,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-atif,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-core,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-eval,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-langchain,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-mcp,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-opentelemetry,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-phoenix,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-profiler,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
nvidia-nat-s3,1.8.0,Apache-2.0,AGENT,,https://pypi.nvidia.com/nvidia-nat/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/NVIDIA/NeMo-Agent-Toolkit/blob/v1.8.0/LICENSE.md,https://pypi.nvidia.com/nvidia-nat/,submission,services/agent
oci-openai,1.1.0,UPL-1.0,AGENT,,https://pypi.org/project/oci-openai/1.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/oracle-samples/oci-openai/blob/main/LICENSE.txt,https://pypi.org/project/oci-openai/1.1.0/,submission,services/agent
openai,2.48.0,Apache-2.0,AGENT,,https://pypi.org/project/openai/2.48.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/openai/openai-python,https://pypi.org/project/openai/2.48.0/,submission,services/agent
opencv-python-headless,5.0.0.93,Apache-2.0 AND bundled third-party licenses (including LGPL-2.1-or-later),AGENT,,https://pypi.org/project/opencv-python-headless/5.0.0.93/,Not distributed in the default NVIDIA image (removed during image build),Optional operator-side installation only,"Resolved as 5.0.0.93 by uv, then cv2, bundled libraries, and dist-info are deleted. The opt-in installer separately downloads 4.13.0.92 from PyPI on the operator’s machine; NVIDIA does not redistribute that wheel.",https://pypi.org/project/opencv-python-headless/5.0.0.93/,https://pypi.org/project/opencv-python-headless/5.0.0.93/,submission,services/agent
openevals,0.2.0,MIT,AGENT,,https://pypi.org/project/openevals/0.2.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/openevals/blob/main/LICENSE,https://pypi.org/project/openevals/0.2.0/,submission,services/agent
openinference-instrumentation,0.1.54,Apache-2.0,AGENT,,https://pypi.org/project/openinference-instrumentation/0.1.54/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Arize-ai/openinference/tree/main/python/openinference-instrumentation,https://pypi.org/project/openinference-instrumentation/0.1.54/,submission,services/agent
openinference-semantic-conventions,0.1.30,Apache-2.0,AGENT,,https://pypi.org/project/openinference-semantic-conventions/0.1.30/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Arize-ai/openinference/tree/main/python/openinference-semantic-conventions,https://pypi.org/project/openinference-semantic-conventions/0.1.30/,submission,services/agent
opentelemetry-api,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-api/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-api,https://pypi.org/project/opentelemetry-api/1.44.0/,submission,services/agent
opentelemetry-exporter-otlp,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-exporter-otlp/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/exporter/opentelemetry-exporter-otlp,https://pypi.org/project/opentelemetry-exporter-otlp/1.44.0/,submission,services/agent
opentelemetry-exporter-otlp-proto-common,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-exporter-otlp-proto-common/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/exporter/opentelemetry-exporter-otlp-proto-common,https://pypi.org/project/opentelemetry-exporter-otlp-proto-common/1.44.0/,submission,services/agent
opentelemetry-exporter-otlp-proto-grpc,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-exporter-otlp-proto-grpc/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/exporter/opentelemetry-exporter-otlp-proto-grpc,https://pypi.org/project/opentelemetry-exporter-otlp-proto-grpc/1.44.0/,submission,services/agent
opentelemetry-exporter-otlp-proto-http,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-exporter-otlp-proto-http/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/exporter/opentelemetry-exporter-otlp-proto-http,https://pypi.org/project/opentelemetry-exporter-otlp-proto-http/1.44.0/,submission,services/agent
opentelemetry-proto,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-proto/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-proto,https://pypi.org/project/opentelemetry-proto/1.44.0/,submission,services/agent
opentelemetry-sdk,1.44.0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-sdk/1.44.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-sdk,https://pypi.org/project/opentelemetry-sdk/1.44.0/,submission,services/agent
opentelemetry-semantic-conventions,0.65b0,Apache-2.0,AGENT,,https://pypi.org/project/opentelemetry-semantic-conventions/0.65b0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-semantic-conventions,https://pypi.org/project/opentelemetry-semantic-conventions/0.65b0/,submission,services/agent
orjson,3.11.9,MPL-2.0 AND (Apache-2.0 OR MIT),AGENT,,https://pypi.org/project/orjson/3.11.9/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/ijl/orjson/blob/master/LICENSE-MIT,https://pypi.org/project/orjson/3.11.9/,submission,services/agent
ormsgpack,1.12.2,Apache-2.0 OR MIT,AGENT,,https://pypi.org/project/ormsgpack/1.12.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/ormsgpack/ormsgpack,https://pypi.org/project/ormsgpack/1.12.2/,submission,services/agent
oscrypto,1.3.0,MIT,AGENT,,https://pypi.org/project/oscrypto/1.3.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/wbond/oscrypto,https://pypi.org/project/oscrypto/1.3.0/,submission,services/agent
packaging,26.2,Apache-2.0 OR BSD-2-Clause,AGENT,,https://pypi.org/project/packaging/26.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pypa/packaging,https://pypi.org/project/packaging/26.2/,submission,services/agent
pandas,2.3.3,BSD-3-Clause,AGENT,,https://pypi.org/project/pandas/2.3.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pandas-dev/pandas/blob/main/LICENSE,https://pypi.org/project/pandas/2.3.3/,submission,services/agent
partd,1.4.2,BSD-3-Clause,AGENT,,https://pypi.org/project/partd/1.4.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,http://github.com/dask/partd/,https://pypi.org/project/partd/1.4.2/,submission,services/agent
pillow,12.3.0,MIT-CMU,AGENT,,https://pypi.org/project/pillow/12.3.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-pillow/Pillow/blob/main/LICENSE,https://pypi.org/project/pillow/12.3.0/,submission,services/agent
pip,26.1.2,MIT,AGENT,,https://pypi.org/project/pip/26.1.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,Ships in the final venv because Docker uses `uv venv --seed`; omitted by pip-licenses default filtering. Version may drift while the Dockerfile uses ghcr.io/astral-sh/uv:latest.,https://github.com/pypa/pip/blob/26.1.2/LICENSE.txt,https://pypi.org/project/pip/26.1.2/,submission,services/agent
pkce,1.0.3,MIT,AGENT,,https://pypi.org/project/pkce/1.0.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/RomeoDespres/pkce,https://pypi.org/project/pkce/1.0.3/,submission,services/agent
pkginfo,1.12.1.2,MIT,AGENT,,https://pypi.org/project/pkginfo/1.12.1.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/openpeeps/pkginfo/blob/master/LICENSE,https://pypi.org/project/pkginfo/1.12.1.2/,submission,services/agent
platformdirs,4.11.0,MIT,AGENT,,https://pypi.org/project/platformdirs/4.11.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/tox-dev/platformdirs,https://pypi.org/project/platformdirs/4.11.0/,submission,services/agent
prefixspan,0.5.2,MIT,AGENT,,https://pypi.org/project/prefixspan/0.5.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/chuanconggao/PrefixSpan-py,https://pypi.org/project/prefixspan/0.5.2/,submission,services/agent
propcache,0.5.2,Apache-2.0,AGENT,,https://pypi.org/project/propcache/0.5.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/propcache,https://pypi.org/project/propcache/0.5.2/,submission,services/agent
protobuf,7.36.0rc1,BSD-3-Clause,AGENT,,https://pypi.org/project/protobuf/7.36.0rc1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/protocolbuffers/protobuf/blob/main/LICENSE,https://pypi.org/project/protobuf/7.36.0rc1/,submission,services/agent
